Date,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Description,State FIPS Code,County FIPS Code,Site Latitude,Site Longitude
11/17/2017,0.047,ppm,44,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/18/2017,0.047,ppm,44,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/19/2017,0.054,ppm,50,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/20/2017,0.041,ppm,38,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/21/2017,0.037,ppm,34,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/22/2017,0.04,ppm,37,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/23/2017,0.029,ppm,27,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/24/2017,0.035,ppm,32,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/25/2017,0.041,ppm,38,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/26/2017,0.047,ppm,44,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/27/2017,0.046,ppm,43,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/28/2017,0.04,ppm,37,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/29/2017,0.039,ppm,36,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
11/30/2017,0.038,ppm,35,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/1/2017,0.039,ppm,36,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/2/2017,0.046,ppm,43,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/3/2017,0.047,ppm,44,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/4/2017,0.045,ppm,42,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/5/2017,0.041,ppm,38,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/6/2017,0.038,ppm,35,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/7/2017,0.03,ppm,28,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/8/2017,0.028,ppm,26,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/9/2017,0.037,ppm,34,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/10/2017,0.037,ppm,34,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/11/2017,0.038,ppm,35,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/12/2017,0.044,ppm,41,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/13/2017,0.037,ppm,34,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/14/2017,0.054,ppm,50,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/15/2017,0.051,ppm,47,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/16/2017,0.048,ppm,44,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/17/2017,0.045,ppm,42,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/18/2017,0.039,ppm,36,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/19/2017,0.044,ppm,41,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/20/2017,0.043,ppm,40,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/21/2017,0.047,ppm,44,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/22/2017,0.042,ppm,39,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/23/2017,0.043,ppm,40,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/24/2017,0.045,ppm,42,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/25/2017,0.047,ppm,44,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/26/2017,0.037,ppm,34,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/27/2017,0.034,ppm,31,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/28/2017,0.037,ppm,34,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/29/2017,0.027,ppm,25,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
12/30/2017,0.023,ppm,21,Rosenstiel,17,100,Ozone,12,86,25.73287798,-80.16175011
1/1/2017,0.033,ppm,31,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/2/2017,0.029,ppm,27,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/3/2017,0.024,ppm,22,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/4/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/5/2017,0.047,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/6/2017,0.035,ppm,32,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/7/2017,0.023,ppm,21,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/8/2017,0.041,ppm,38,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/9/2017,0.044,ppm,41,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/10/2017,0.042,ppm,39,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/11/2017,0.042,ppm,39,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/12/2017,0.04,ppm,37,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/13/2017,0.038,ppm,35,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/14/2017,0.04,ppm,37,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/15/2017,0.037,ppm,34,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/16/2017,0.036,ppm,33,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/17/2017,0.036,ppm,33,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/18/2017,0.031,ppm,29,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/19/2017,0.038,ppm,35,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/20/2017,0.033,ppm,31,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/21/2017,0.032,ppm,30,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/22/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/23/2017,0.04,ppm,37,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/27/2017,0.033,ppm,31,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/28/2017,0.051,ppm,47,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/29/2017,0.03,ppm,28,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/30/2017,0.044,ppm,41,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
1/31/2017,0.049,ppm,45,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/1/2017,0.04,ppm,37,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/2/2017,0.039,ppm,36,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/3/2017,0.032,ppm,30,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/4/2017,0.046,ppm,43,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/5/2017,0.041,ppm,38,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/6/2017,0.038,ppm,35,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/7/2017,0.03,ppm,28,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/8/2017,0.027,ppm,25,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/9/2017,0.024,ppm,22,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/10/2017,0.045,ppm,42,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/11/2017,0.044,ppm,41,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/12/2017,0.044,ppm,41,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/13/2017,0.048,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/14/2017,0.036,ppm,33,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/15/2017,0.032,ppm,30,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/16/2017,0.036,ppm,33,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
2/28/2017,0.029,ppm,27,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/1/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/2/2017,0.025,ppm,23,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/3/2017,0.049,ppm,45,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/4/2017,0.05,ppm,46,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/5/2017,0.053,ppm,49,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/6/2017,0.048,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/7/2017,0.046,ppm,43,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/8/2017,0.047,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/10/2017,0.053,ppm,49,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/11/2017,0.053,ppm,49,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/12/2017,0.04,ppm,37,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/13/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/14/2017,0.039,ppm,36,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/15/2017,0.043,ppm,40,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/16/2017,0.061,ppm,71,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/17/2017,0.055,ppm,51,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/18/2017,0.054,ppm,50,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/19/2017,0.05,ppm,46,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/20/2017,0.052,ppm,48,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/21/2017,0.06,ppm,67,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/22/2017,0.071,ppm,101,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/23/2017,0.058,ppm,61,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/24/2017,0.047,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/25/2017,0.046,ppm,43,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/26/2017,0.043,ppm,40,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/27/2017,0.044,ppm,41,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/28/2017,0.042,ppm,39,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/29/2017,0.041,ppm,38,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/30/2017,0.04,ppm,37,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
3/31/2017,0.041,ppm,38,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/1/2017,0.044,ppm,41,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/2/2017,0.036,ppm,33,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/3/2017,0.031,ppm,29,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/4/2017,0.035,ppm,32,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/5/2017,0.03,ppm,28,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/6/2017,0.044,ppm,41,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/7/2017,0.055,ppm,51,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/8/2017,0.06,ppm,67,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/9/2017,0.062,ppm,74,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/10/2017,0.053,ppm,49,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/11/2017,0.049,ppm,45,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/12/2017,0.038,ppm,35,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/13/2017,0.048,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/14/2017,0.043,ppm,40,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/15/2017,0.047,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/16/2017,0.048,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/17/2017,0.042,ppm,39,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/18/2017,0.044,ppm,41,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/19/2017,0.041,ppm,38,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/20/2017,0.045,ppm,42,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/21/2017,0.045,ppm,42,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/22/2017,0.035,ppm,32,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/23/2017,0.035,ppm,32,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/24/2017,0.033,ppm,31,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/25/2017,0.054,ppm,50,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/26/2017,0.049,ppm,45,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/27/2017,0.033,ppm,31,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/28/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/29/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
4/30/2017,0.026,ppm,24,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/1/2017,0.026,ppm,24,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/2/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/3/2017,0.033,ppm,31,Perdue,16,94,Ozone,12,86,25.58732749,-80.32592188
5/4/2017,0.029,ppm,27,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/5/2017,0.041,ppm,38,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/6/2017,0.054,ppm,50,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/7/2017,0.066,ppm,87,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/8/2017,0.069,ppm,97,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/9/2017,0.059,ppm,64,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/10/2017,0.058,ppm,61,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/11/2017,0.046,ppm,43,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/12/2017,0.039,ppm,36,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/13/2017,0.042,ppm,39,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/14/2017,0.033,ppm,31,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/15/2017,0.055,ppm,51,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/16/2017,0.034,ppm,31,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/17/2017,0.029,ppm,27,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/18/2017,0.024,ppm,22,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/19/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/20/2017,0.024,ppm,22,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/21/2017,0.039,ppm,36,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/22/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/23/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/24/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/25/2017,0.017,ppm,16,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/26/2017,0.051,ppm,47,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/27/2017,0.025,ppm,23,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/28/2017,0.043,ppm,40,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/29/2017,0.04,ppm,37,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/30/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
5/31/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/1/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/2/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/3/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/4/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/5/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/6/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/7/2017,0.041,ppm,38,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/8/2017,0.03,ppm,28,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/9/2017,0.031,ppm,29,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/10/2017,0.027,ppm,25,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/11/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/12/2017,0.023,ppm,21,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/13/2017,0.027,ppm,25,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/14/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/15/2017,0.027,ppm,25,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/16/2017,0.026,ppm,24,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/17/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/18/2017,0.025,ppm,23,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/19/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/20/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/21/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/22/2017,0.026,ppm,24,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/23/2017,0.017,ppm,16,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/24/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/25/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/27/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/28/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/29/2017,0.023,ppm,21,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
6/30/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/1/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/2/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/3/2017,0.017,ppm,16,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/4/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/5/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/6/2017,0.017,ppm,16,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/7/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/8/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/9/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/10/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/11/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/12/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/13/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/14/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/15/2017,0.023,ppm,21,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/16/2017,0.028,ppm,26,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/17/2017,0.027,ppm,25,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/18/2017,0.024,ppm,22,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/19/2017,0.017,ppm,16,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/20/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/21/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/22/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/23/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/24/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/25/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/26/2017,0.017,ppm,16,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/27/2017,0.017,ppm,16,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/28/2017,0.016,ppm,15,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/29/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/30/2017,0.025,ppm,23,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
7/31/2017,0.023,ppm,21,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/1/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/2/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/3/2017,0.013,ppm,12,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/4/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/5/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/6/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/7/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/8/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/9/2017,0.031,ppm,29,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/10/2017,0.029,ppm,27,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/11/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/12/2017,0.019,ppm,18,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/13/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/14/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/15/2017,0.017,ppm,16,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/16/2017,0.016,ppm,15,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/17/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/18/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/19/2017,0.026,ppm,24,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/20/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/21/2017,0.023,ppm,21,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/22/2017,0.029,ppm,27,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/23/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/24/2017,0.024,ppm,22,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/25/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/26/2017,0.021,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/27/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/28/2017,0.013,ppm,12,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/29/2017,0.02,ppm,19,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/30/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
8/31/2017,0.016,ppm,15,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
9/1/2017,0.018,ppm,17,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
9/2/2017,0.025,ppm,23,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
9/3/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
9/4/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
9/5/2017,0.024,ppm,22,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
10/17/2017,0.028,ppm,26,Perdue,15,88,Ozone,12,86,25.58732749,-80.32592188
10/18/2017,0.027,ppm,25,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
10/19/2017,0.029,ppm,27,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
10/20/2017,0.032,ppm,30,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
10/21/2017,0.031,ppm,29,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
10/22/2017,0.024,ppm,22,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
10/23/2017,0.022,ppm,20,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
10/24/2017,0.022,ppm,20,Perdue,14,82,Ozone,12,86,25.58732749,-80.32592188
10/25/2017,0.042,ppm,39,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
10/26/2017,0.048,ppm,44,Perdue,17,100,Ozone,12,86,25.58732749,-80.32592188
