Date_Rosenstiel,Max_Ozone_Concentration_Rosenstiel,AQI_Rosenstiel,Obs_Count_Rosenstiel,Percent_Complete_Rosenstiel,Date_Perdue,Max_Ozone_Concentration_Perdue,AQI_Perdue,Obs_Count_Perdue,Percent_Complete_Perdue
5/6/2018,0.041,38,17,100,6/22/2018,0.026,24,,17
5/7/2018,0.05,46,17,100,6/23/2018,0.026,24,,17
5/8/2018,0.053,49,17,100,6/24/2018,0.033,31,,17
5/9/2018,0.05,46,17,100,6/25/2018,0.035,32,,17
5/10/2018,0.046,43,17,100,6/26/2018,0.03,28,,17
5/11/2018,0.044,41,17,100,6/27/2018,0.031,29,,17
5/12/2018,0.045,42,17,100,6/28/2018,0.038,35,,17
5/13/2018,0.03,28,17,100,6/29/2018,0.028,26,,17
5/14/2018,0.035,32,17,100,6/30/2018,0.025,23,,17
5/15/2018,0.033,31,17,100,7/1/2018,0.025,23,,17
5/16/2018,0.03,28,17,100,7/2/2018,0.025,23,,17
5/17/2018,0.03,28,17,100,7/3/2018,0.039,36,,17
5/18/2018,0.034,31,17,100,7/4/2018,0.039,36,,17
5/19/2018,0.036,33,17,100,7/5/2018,0.025,23,,17
5/20/2018,0.033,31,17,100,7/6/2018,0.017,16,,17
5/21/2018,0.032,30,17,100,7/7/2018,0.025,23,,17
5/22/2018,0.035,32,17,100,7/8/2018,0.026,24,,17
5/24/2018,0.029,27,17,100,7/9/2018,0.026,24,,17
5/25/2018,0.027,25,17,100,7/10/2018,0.043,40,,17
5/26/2018,0.031,29,17,100,7/11/2018,0.037,34,,17
5/27/2018,0.039,36,17,100,7/12/2018,0.033,31,,17
5/28/2018,0.04,37,17,100,7/13/2018,0.057,58,,17
5/29/2018,0.03,28,17,100,7/14/2018,0.051,47,,17
5/30/2018,0.025,23,17,100,7/15/2018,0.043,40,,17
5/31/2018,0.021,19,17,100,7/16/2018,0.024,22,,17
6/1/2018,0.025,23,17,100,7/17/2018,0.018,17,,15
6/2/2018,0.033,31,17,100,7/19/2018,0.018,17,,17
6/3/2018,0.027,25,17,100,7/20/2018,0.02,19,,17
6/4/2018,0.026,24,17,100,7/21/2018,0.021,19,,17
6/5/2018,0.022,20,17,100,7/22/2018,0.034,31,,17
6/6/2018,0.031,29,17,100,7/24/2018,0.033,31,,17
6/7/2018,0.032,30,17,100,7/25/2018,0.03,28,,17
6/8/2018,0.032,30,17,100,7/26/2018,0.026,24,,17
6/9/2018,0.023,21,17,100,7/27/2018,0.025,23,,17
6/10/2018,0.023,21,17,100,7/28/2018,0.028,26,,17
6/19/2018,0.04,37,13,76,7/29/2018,0.026,24,,17
6/20/2018,0.039,36,17,100,7/30/2018,0.019,18,,17
6/21/2018,0.045,42,17,100,7/31/2018,0.019,18,,17
6/22/2018,0.033,31,17,100,8/1/2018,0.02,19,,17
6/23/2018,0.04,37,17,100,8/2/2018,0.021,19,,17
6/24/2018,0.034,31,17,100,8/3/2018,0.019,18,,17
6/25/2018,0.036,33,17,100,8/4/2018,0.021,19,,17
6/26/2018,0.041,38,17,100,8/5/2018,0.026,24,,17
6/27/2018,0.033,31,17,100,8/6/2018,0.023,21,,17
6/28/2018,0.037,34,17,100,8/7/2018,0.018,17,,17
6/29/2018,0.031,29,17,100,8/8/2018,0.019,18,,17
6/30/2018,0.028,26,17,100,8/9/2018,0.022,20,,17
7/1/2018,0.023,21,17,100,8/10/2018,0.035,32,,17
7/2/2018,0.027,25,17,100,8/11/2018,0.033,31,,17
7/3/2018,0.045,42,17,100,8/12/2018,0.028,26,,17
7/4/2018,0.041,38,17,100,8/13/2018,0.028,26,,17
7/5/2018,0.028,26,17,100,8/14/2018,0.022,20,,17
7/6/2018,0.024,22,17,100,8/15/2018,0.022,20,,17
7/7/2018,0.028,26,17,100,8/16/2018,0.021,19,,17
7/8/2018,0.026,24,17,100,8/17/2018,0.019,18,,17
7/9/2018,0.026,24,17,100,8/18/2018,0.024,22,,17
7/10/2018,0.047,44,17,100,8/19/2018,0.02,19,,17
7/11/2018,0.045,42,17,100,8/20/2018,0.02,19,,17
7/12/2018,0.034,31,17,100,8/21/2018,0.022,20,,17
7/13/2018,0.06,67,17,100,8/22/2018,0.023,21,,17
7/14/2018,0.051,47,17,100,8/23/2018,0.023,21,,17
7/15/2018,0.045,42,17,100,8/24/2018,0.021,19,,17
7/16/2018,0.025,23,17,100,8/25/2018,0.027,25,,17
7/17/2018,0.022,20,17,100,8/26/2018,0.022,20,,17
7/18/2018,0.023,21,17,100,8/27/2018,0.026,24,,17
7/19/2018,0.019,18,17,100,8/28/2018,0.023,21,,17
7/20/2018,0.024,22,17,100,8/29/2018,0.027,25,,17
7/21/2018,0.024,22,17,100,8/30/2018,0.024,22,,17
7/22/2018,0.041,38,17,100,8/31/2018,0.018,17,,17
7/23/2018,0.038,35,17,100,9/1/2018,0.024,22,,17
7/25/2018,0.032,30,17,100,9/2/2018,0.027,25,,17
7/26/2018,0.03,28,17,100,9/4/2018,0.018,17,,14
7/27/2018,0.026,24,17,100,9/5/2018,0.022,20,,17
7/28/2018,0.029,27,17,100,9/6/2018,0.033,31,,17
7/29/2018,0.031,29,17,100,9/7/2018,0.034,31,,17
7/30/2018,0.022,20,17,100,9/8/2018,0.029,27,,17
7/31/2018,0.022,20,17,100,9/9/2018,0.027,25,,17
8/1/2018,0.021,19,17,100,9/10/2018,0.025,23,,17
8/2/2018,0.024,22,17,100,9/11/2018,0.031,29,,16
8/3/2018,0.024,22,17,100,9/12/2018,0.022,20,,13
8/4/2018,0.023,21,17,100,9/13/2018,0.027,25,,17
8/5/2018,0.029,27,17,100,9/14/2018,0.019,18,,17
8/6/2018,0.025,23,17,100,9/15/2018,0.019,18,,17
8/7/2018,0.018,17,17,100,9/16/2018,0.018,17,,17
8/8/2018,0.019,18,16,94,9/17/2018,0.019,18,,17
8/9/2018,0.023,21,17,100,9/18/2018,0.023,21,,17
8/10/2018,0.036,33,17,100,9/19/2018,0.028,26,,17
8/11/2018,0.036,33,17,100,9/20/2018,0.031,29,,17
8/12/2018,0.033,31,17,100,9/21/2018,0.028,26,,17
8/13/2018,0.034,31,17,100,9/22/2018,0.025,23,,17
8/14/2018,0.025,23,17,100,9/23/2018,0.027,25,,17
8/15/2018,0.025,23,17,100,9/24/2018,0.028,26,,17
8/16/2018,0.023,21,17,100,9/25/2018,0.025,23,,17
8/17/2018,0.019,18,17,100,9/26/2018,0.019,18,,17
8/18/2018,0.02,19,17,100,9/27/2018,0.036,33,,17
8/19/2018,0.026,24,17,100,9/28/2018,0.028,26,,17
8/20/2018,0.024,22,17,100,9/29/2018,0.034,31,,17
8/21/2018,0.023,21,17,100,9/30/2018,0.033,31,,17
8/22/2018,0.025,23,17,100,10/1/2018,0.029,27,,17
8/23/2018,0.025,23,17,100,10/2/2018,0.04,37,,17
8/24/2018,0.024,22,17,100,10/3/2018,0.038,35,,17
8/25/2018,0.03,28,17,100,10/4/2018,0.03,28,,17
8/26/2018,0.022,20,17,100,10/5/2018,0.039,36,,17
8/27/2018,0.028,26,17,100,10/6/2018,0.036,33,,17
8/28/2018,0.025,23,17,100,10/7/2018,0.031,29,,17
8/29/2018,0.028,26,17,100,10/8/2018,0.028,26,,17
8/30/2018,0.026,24,17,100,10/9/2018,0.02,19,,17
8/31/2018,0.019,18,17,100,10/10/2018,0.018,17,,17
9/1/2018,0.028,26,17,100,10/11/2018,0.02,19,,17
9/2/2018,0.026,24,17,100,10/12/2018,0.018,17,,14
9/5/2018,0.023,21,17,100,10/13/2018,0.032,30,,17
9/6/2018,0.036,33,17,100,10/14/2018,0.022,20,,17
9/7/2018,0.036,33,17,100,10/15/2018,0.022,20,,17
9/8/2018,0.033,31,17,100,10/16/2018,0.021,19,,17
9/9/2018,0.03,28,17,100,10/17/2018,0.023,21,,17
9/10/2018,0.028,26,17,100,10/18/2018,0.022,20,,17
9/11/2018,0.036,33,17,100,10/19/2018,0.023,21,,17
9/12/2018,0.025,23,17,100,10/20/2018,0.03,28,,17
9/13/2018,0.028,26,17,100,10/21/2018,0.039,36,,17
9/14/2018,0.024,22,17,100,10/22/2018,0.04,37,,17
9/15/2018,0.022,20,17,100,10/23/2018,0.04,37,,17
9/16/2018,0.021,19,17,100,10/24/2018,0.044,41,,17
9/17/2018,0.021,19,17,100,10/25/2018,0.034,31,,17
9/18/2018,0.027,25,17,100,10/26/2018,0.029,27,,17
9/20/2018,0.03,28,13,76,10/27/2018,0.037,34,,17
9/21/2018,0.03,28,17,100,10/28/2018,0.044,41,,17
9/22/2018,0.026,24,17,100,10/29/2018,0.054,50,,17
9/23/2018,0.028,26,17,100,10/30/2018,0.057,58,,17
9/24/2018,0.029,27,17,100,10/31/2018,0.044,41,,17
9/25/2018,0.026,24,17,100,11/1/2018,0.038,35,,17
9/26/2018,0.019,18,17,100,11/2/2018,0.026,24,,17
9/27/2018,0.037,34,17,100,11/3/2018,0.034,31,,17
9/28/2018,0.03,28,17,100,11/4/2018,0.036,33,,17
9/29/2018,0.037,34,17,100,11/5/2018,0.035,32,,17
9/30/2018,0.035,32,17,100,11/6/2018,0.033,31,,17
10/1/2018,0.031,29,17,100,11/7/2018,0.035,32,,17
10/2/2018,0.04,37,17,100,11/8/2018,0.027,25,,17
10/3/2018,0.041,38,17,100,11/9/2018,0.027,25,,17
10/4/2018,0.034,31,17,100,11/10/2018,0.042,39,,17
10/5/2018,0.041,38,17,100,11/11/2018,0.035,32,,17
10/6/2018,0.038,35,17,100,11/12/2018,0.023,21,,17
10/7/2018,0.034,31,17,100,11/13/2018,0.018,17,,17
10/8/2018,0.031,29,17,100,11/14/2018,0.021,19,,17
10/9/2018,0.023,21,17,100,11/15/2018,0.026,24,,17
10/10/2018,0.022,20,17,100,11/16/2018,0.031,29,,17
10/11/2018,0.023,21,17,100,11/17/2018,0.043,40,,17
10/12/2018,0.024,22,17,100,11/18/2018,0.042,39,,17
10/13/2018,0.046,43,17,100,11/19/2018,0.036,33,,17
10/14/2018,0.023,21,17,100,11/20/2018,0.035,32,,17
10/15/2018,0.023,21,17,100,11/21/2018,0.042,39,,17
10/16/2018,0.021,19,17,100,11/22/2018,0.04,37,,17
10/17/2018,0.022,20,17,100,11/23/2018,0.045,42,,17
10/18/2018,0.023,21,17,100,11/24/2018,0.034,31,,17
10/19/2018,0.024,22,17,100,11/25/2018,0.033,31,,17
10/20/2018,0.033,31,17,100,11/26/2018,0.032,30,,17
10/21/2018,0.037,34,17,100,11/27/2018,0.035,32,,17
10/22/2018,0.042,39,17,100,11/28/2018,0.041,38,,17
10/23/2018,0.043,40,17,100,11/29/2018,0.043,40,,17
10/24/2018,0.04,37,17,100,11/30/2018,0.042,39,,17
10/25/2018,0.035,32,17,100,12/1/2018,0.037,34,,17
10/26/2018,0.032,30,17,100,12/2/2018,0.028,26,,17
10/27/2018,0.045,42,17,100,12/3/2018,0.026,24,,17
10/28/2018,0.043,40,17,100,12/4/2018,0.023,21,,17
10/29/2018,0.054,50,17,100,12/5/2018,0.04,37,,17
10/30/2018,0.057,58,17,100,12/6/2018,0.043,40,,17
10/31/2018,0.046,43,17,100,12/7/2018,0.043,40,,17
11/1/2018,0.041,38,17,100,12/8/2018,0.036,33,,17
11/2/2018,0.03,28,17,100,12/9/2018,0.028,26,,17
11/3/2018,0.032,30,17,100,12/10/2018,0.031,29,,17
11/4/2018,0.04,37,17,100,12/11/2018,0.035,32,,17
11/5/2018,0.036,33,17,100,12/12/2018,0.043,40,,17
11/6/2018,0.036,33,17,100,12/13/2018,0.039,36,,17
11/7/2018,0.037,34,17,100,12/14/2018,0.031,29,,17
11/8/2018,0.03,28,17,100,12/15/2018,0.025,23,,17
11/9/2018,0.029,27,17,100,12/16/2018,0.042,39,,17
11/10/2018,0.04,37,17,100,12/17/2018,0.035,32,,17
11/11/2018,0.032,30,17,100,12/18/2018,0.047,44,,17
11/12/2018,0.025,23,17,100,12/19/2018,0.04,37,,17
11/13/2018,0.019,18,17,100,12/20/2018,0.035,32,,17
11/14/2018,0.023,21,17,100,12/21/2018,0.045,42,,17
11/15/2018,0.023,21,17,100,12/22/2018,0.04,37,,17
11/16/2018,0.033,31,17,100,12/23/2018,0.044,41,,17
11/17/2018,0.044,41,17,100,12/24/2018,0.043,40,,17
11/18/2018,0.045,42,17,100,12/25/2018,0.043,40,,17
11/19/2018,0.037,34,17,100,12/26/2018,0.042,39,,17
11/20/2018,0.036,33,17,100,12/27/2018,0.037,34,,17
11/21/2018,0.045,42,17,100,12/28/2018,0.03,28,,17
11/22/2018,0.044,41,17,100,12/29/2018,0.028,26,,17
11/23/2018,0.045,42,17,100,12/30/2018,0.038,35,,17
11/24/2018,0.037,34,17,100,,,,,
11/25/2018,0.039,36,17,100,,,,,
11/26/2018,0.035,32,17,100,,,,,
11/27/2018,0.035,32,17,100,,,,,
11/28/2018,0.037,34,17,100,,,,,
11/29/2018,0.041,38,17,100,,,,,
11/30/2018,0.047,44,17,100,,,,,
12/1/2018,0.041,38,17,100,,,,,
12/2/2018,0.031,29,17,100,,,,,
12/3/2018,0.028,26,17,100,,,,,
12/4/2018,0.027,25,17,100,,,,,
12/5/2018,0.035,32,17,100,,,,,
12/6/2018,0.047,44,17,100,,,,,
12/7/2018,0.045,42,17,100,,,,,
12/8/2018,0.039,36,17,100,,,,,
12/9/2018,0.029,27,17,100,,,,,
12/10/2018,0.03,28,17,100,,,,,
12/11/2018,0.036,33,17,100,,,,,
12/12/2018,0.046,43,17,100,,,,,
12/13/2018,0.042,39,17,100,,,,,
12/14/2018,0.034,31,17,100,,,,,
12/15/2018,0.029,27,17,100,,,,,
12/16/2018,0.047,44,17,100,,,,,
12/17/2018,0.033,31,17,100,,,,,
12/18/2018,0.05,46,17,100,,,,,
12/19/2018,0.044,41,17,100,,,,,
12/20/2018,0.042,39,17,100,,,,,
12/21/2018,0.046,43,17,100,,,,,
12/22/2018,0.04,37,17,100,,,,,
12/23/2018,0.047,44,17,100,,,,,
12/24/2018,0.044,41,17,100,,,,,
12/25/2018,0.044,41,17,100,,,,,
12/26/2018,0.043,40,17,100,,,,,
