STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,KA1,KA2,MA1,MD1,OC1,OD1,OD2,REM,EQD
01466099999,2024-01-16T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0173,1","-0188,1","09983,1","240,M,-0173,1","240,N,-0179,1","99999,9,09841,1","7,1,020,1,+999,9",,"3,99,0010,1,999",,SYN08201466 46/// /0000 11173 21188 39841 49983 57020 91500 333 11173 21179 90710 91101=,
01466099999,2024-01-16T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0142,1","-0154,1","09915,1","240,M,-0142,1","240,N,-0147,1","99999,9,09776,1","8,1,038,1,+999,9",,"3,99,0010,1,999",,SYN08201466 46/// /0000 11142 21154 39776 49915 58038 92100 333 11142 21147 90710 91101=,
01466099999,2024-01-17T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"070,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0126,1","-0139,1","09881,1","240,M,-0125,1","240,N,-0127,1","99999,9,09743,1","8,1,018,1,+999,9",,"3,99,0030,1,999",,SYN08201466 46/// /0701 11126 21139 39743 49881 58018 90300 333 11125 21127 90710 91103=,
01466099999,2024-01-17T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"010,1,N,0080,1","99999,9,9,N","999999,9,9,9","-0084,1","-0090,1","09766,1","240,M,-0084,1","240,N,-0092,1","99999,9,09631,1","8,1,065,1,+999,9",,"3,99,0120,1,999",,SYN08201466 46/// /0108 11084 21090 39631 49766 58065 90900 333 11084 21092 90710 91112=,
01466099999,2024-01-17T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"320,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0066,1","-0072,1","09769,1","240,M,-0063,1","240,N,-0066,1","99999,9,09635,1","3,1,024,1,+999,9",,"3,99,0090,1,999",,SYN08201466 46/// /3203 11066 21072 39635 49769 53024 91500 333 11063 21066 90710 91109=,
01466099999,2024-01-17T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"230,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0076,1","-0092,1","09815,1","240,M,-0069,1","240,N,-0076,1","99999,9,09681,1","1,1,022,1,+999,9",,"3,99,0030,1,999",,SYN08201466 46/// /2301 11076 21092 39681 49815 51022 92100 333 11069 21076 90710 91103=,
01466099999,2024-01-18T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0167,1","-0186,1","09855,1","240,M,-0126,1","240,N,-0167,1","99999,9,09715,1","9,9,014,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /0000 11167 21186 39715 49855 50014 90300 333 11126 21167 90710 91102=,
01466099999,2024-01-18T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0193,1","-0210,1","09881,1","240,M,-0193,1","240,N,-0221,1","99999,9,09739,1","1,1,011,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11193 21210 39739 49881 51011 90900 333 11193 21221 90710 91100=,
01466099999,2024-01-18T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0184,1","-0197,1","09903,1","240,M,-0156,1","240,N,-0185,1","99999,9,09762,1","3,1,009,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11184 21197 39762 49903 53009 91500 333 11156 21185 90710 91100=,
01466099999,2024-01-18T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0236,1","-0255,1","09925,1","240,M,-0222,1","240,N,-0244,1","99999,9,09780,1","2,1,009,1,+999,9",,"3,99,0010,1,999",,SYN08201466 46/// /0000 11236 21255 39780 49925 52009 92100 333 11222 21244 90710 91101=,
01466099999,2024-01-19T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0245,1","-0264,1","09953,1","240,M,-0244,1","240,N,-0260,1","99999,9,09807,1","2,1,016,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11245 21264 39807 49953 52016 90300 333 11244 21260 90710 91100=,
01466099999,2024-01-19T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0230,1","-0249,1","09978,1","240,M,-0219,1","240,N,-0233,1","99999,9,09833,1","2,1,014,1,+999,9",,"3,99,0010,1,999",,SYN08201466 46/// /0000 11230 21249 39833 49978 52014 90900 333 11219 21233 90710 91101=,
01466099999,2024-01-19T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0214,1","-0235,1","10004,1","240,M,-0188,1","240,N,-0214,1","99999,9,09859,1","3,1,014,1,+999,9",,"3,99,0010,1,999",,SYN08201466 46/// /0000 11214 21235 39859 40004 53014 91500 333 11188 21214 90710 91101=,
01466099999,2024-01-19T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0246,1","-0268,1","10062,1","240,M,-0243,1","240,N,-0265,1","99999,9,09915,1","3,1,027,1,+999,9",,"3,99,0010,1,999",,SYN08201466 46/// /0000 11246 21268 39915 40062 53027 92100 333 11243 21265 90710 91101=,
01466099999,2024-01-20T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"310,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0272,1","-0298,1","10108,1","240,M,-0249,1","240,N,-0273,1","99999,9,09958,1","2,1,023,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /3101 11272 21298 39958 40108 52023 90300 333 11249 21273 90710 91102=,
01466099999,2024-01-20T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0272,1","-0297,1","10174,1","240,M,-0272,1","240,N,-0293,1","99999,9,10023,1","2,1,030,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11272 21297 30023 40174 52030 90900 333 11272 21293 90710 91100=,
01466099999,2024-01-20T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0183,1","-0201,1","10190,1","240,M,-0181,1","240,N,-0187,1","99999,9,10044,1","2,1,008,1,+999,9",,"3,99,0010,1,999",,SYN08201466 46/// /0000 11183 21201 30044 40190 52008 91500 333 11181 21187 90710 91101=,
01466099999,2024-01-20T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0151,1","-0165,1","10168,1","240,M,-0151,1","240,N,-0157,1","99999,9,10025,1","8,1,015,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11151 21165 30025 40168 58015 92100 333 11151 21157 90710 91100=,
01466099999,2024-01-21T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0121,1","-0131,1","10130,1","240,M,-0121,1","240,N,-0124,1","99999,9,09989,1","8,1,021,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11121 21131 39989 40130 58021 90300 333 11121 21124 90710 91100=,
01466099999,2024-01-21T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0087,1","-0093,1","10070,1","240,M,-0087,1","240,N,-0091,1","99999,9,09931,1","7,1,029,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11087 21093 39931 40070 57029 90900 333 11087 21091 90710 91100=,
01466099999,2024-01-21T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"190,1,N,0020,1","99999,9,9,N","999999,9,9,9","+0008,1","+0003,1","10015,1","240,M,+0009,1","240,N,+0007,1","99999,9,09882,1","6,1,021,1,+999,9",,"3,99,0080,1,999",,SYN08201466 46/// /1902 10008 20003 39882 40015 56021 91500 333 10009 20007 90710 91108=,
01466099999,2024-01-21T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"120,1,N,0030,1","99999,9,9,N","999999,9,9,9","+0013,1","+0013,1","09987,1","240,M,+0013,1","240,N,+0009,1","99999,9,09854,1","8,1,020,1,+999,9",,"3,99,0040,1,999",,SYN08201466 46/// /1203 10013 20013 39854 49987 58020 92100 333 10013 20009 90710 91104=,
01466099999,2024-01-22T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"150,1,N,0060,1","99999,9,9,N","999999,9,9,9","+0030,1","+0022,1","09829,2","240,M,+0030,1","240,N,+0009,1","99999,9,09699,2","6,1,081,1,+999,9",,"3,99,0110,1,999",,SYN08201466 46/// /1506 10030 20022 39699 49829 56081 90300 333 10030 20009 90710 91111=,
01466099999,2024-01-22T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"200,1,N,0070,1","99999,9,9,N","999999,9,9,9","+0062,1","+0050,1","09714,2","240,M,+0065,1","240,N,+0062,1","99999,9,09587,2","6,1,041,1,+999,9",,"3,99,0160,1,999",,SYN08201466 46/// /2007 10062 20050 39587 49714 56041 90900 333 10065 20062 90710 91116=,
01466099999,2024-01-22T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"220,1,N,0060,1","99999,9,9,N","999999,9,9,9","+0073,1","+0014,1","09731,1","240,M,+0073,1","240,N,+0067,1","99999,9,09604,1","3,1,037,1,+999,9",,"3,99,0110,1,999",,SYN08201466 46/// /2206 10073 20014 39604 49731 53037 91500 333 10073 20067 90710 91111=,
01466099999,2024-01-22T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"210,1,N,0050,1","99999,9,9,N","999999,9,9,9","+0037,1","-0004,1","09799,1","240,M,+0044,1","240,N,+0037,1","99999,9,09670,1","9,9,024,1,+999,9",,"3,99,0090,1,999",,SYN08201466 46/// /2105 10037 21004 39670 49799 50024 92100 333 10044 20037 90710 91109=,
01466099999,2024-01-23T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"220,1,N,0050,1","99999,9,9,N","999999,9,9,9","+0048,1","-0002,1","09823,1","240,M,+0048,1","240,N,+0032,1","99999,9,09694,1","1,1,008,1,+999,9",,"3,99,0110,1,999",,SYN08201466 46/// /2205 10048 21002 39694 49823 51008 90300 333 10048 20032 90710 91111=,
01466099999,2024-01-23T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"270,1,N,0050,1","99999,9,9,N","999999,9,9,9","+0072,1","-0027,1","09934,1","240,M,+0073,1","240,N,+0069,1","99999,9,09804,1","3,1,074,1,+999,9",,"3,99,0100,1,999",,SYN08201466 46/// /2705 10072 21027 39804 49934 53074 90900 333 10073 20069 90710 91110=,
01466099999,2024-01-23T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0027,1","-0036,1","10031,2","240,M,+0076,1","240,N,+0027,1","99999,9,09899,2","3,1,033,1,+999,9",,"3,99,0030,1,999",,SYN08201466 46/// /0000 10027 21036 39899 40031 53033 91500 333 10076 20027 90710 91103=,
01466099999,2024-01-23T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"130,1,N,0030,1","99999,9,9,N","999999,9,9,9","+0011,1","-0022,1","09986,1","240,M,+0012,1","240,N,+0002,1","99999,9,09853,1","6,1,043,1,+999,9",,"3,99,0040,1,999",,SYN08201466 46/// /1303 10011 21022 39853 49986 56043 92100 333 10012 20002 90710 91104=,
01466099999,2024-01-24T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0006,1","+0006,1","09865,2","240,M,+0007,1","240,N,+0005,1","99999,9,09734,1","6,1,072,1,+999,9",,"3,99,0040,1,999",,SYN08201466 46/// /0800 10006 20006 39734 49865 56072 90300 333 10007 20005 90710 91104=,
01466099999,2024-01-24T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"330,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0009,1","+0009,1","09830,1","240,M,+0009,1","240,N,+0008,1","99999,9,09699,1","2,1,004,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /3301 10009 20009 39699 49830 52004 90900 333 10009 20008 90710 91102=,
01466099999,2024-01-24T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0012,1","+0007,1","09887,1","240,M,+0016,1","240,N,+0012,1","99999,9,09756,1","3,1,035,1,+999,9",,"3,99,0010,1,999",,SYN08201466 46/// /0000 10012 20007 39756 49887 53035 91500 333 10016 20012 90710 91101=,
01466099999,2024-01-24T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0012,1","-0012,1","09975,1","240,M,-0009,1","240,N,-0018,1","99999,9,09841,1","3,1,045,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11012 21012 39841 49975 53045 92100 333 11009 21018 90710 91100=,
01466099999,2024-01-25T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0031,1","-0031,1","10084,1","240,M,-0030,1","240,N,-0041,1","99999,9,09948,1","2,1,053,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /0000 11031 21031 39948 40084 52053 90300 333 11030 21041 90710 91102=,
01466099999,2024-01-25T08:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"330,1,N,0004,1","99999,9,9,9","999999,9,9,9","-0055,1","-0057,1","10158,1","120,M,-0036,1","120,N,-0056,1","99999,9,10019,1","3,1,041,1,+999,9",,"3,99,0016,1,319","9,99,0007,1,999",SYN004BUFR,
01466099999,2024-01-25T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0046,1","-0048,1","10167,1","240,M,-0039,1","240,N,-0059,1","99999,9,10029,1","1,1,038,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /3000 11046 21048 30029 40167 51038 90900 333 11039 21059 90710 91102=,
01466099999,2024-01-25T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0019,1","-0026,1","10193,1","240,M,+0011,1","240,N,-0022,1","99999,9,10056,1","1,1,010,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /0000 11019 21026 30056 40193 51010 91500 333 10011 21022 90710 91102=,
01466099999,2024-01-25T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0094,1","-0099,1","10205,1","240,M,-0080,1","240,N,-0094,1","99999,9,10064,1","7,1,004,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11094 21099 30064 40205 57004 92100 333 11080 21094 90710 91100=,
01466099999,2024-01-26T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0064,1","-0066,1","10159,1","240,M,-0063,1","240,N,-0067,1","99999,9,10020,1","8,1,028,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11064 21066 30020 40159 58028 90300 333 11063 21067 90710 91100=,
01466099999,2024-01-26T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"070,1,N,0030,1","99999,9,9,N","999999,9,9,9","-0014,1","-0014,1","10058,1","240,M,-0013,1","240,N,-0031,1","99999,9,09923,1","8,1,054,1,+999,9",,"3,99,0040,1,999",,SYN08201466 46/// /0703 11014 21014 39923 40058 58054 90900 333 11013 21031 90710 91104=,
01466099999,2024-01-26T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"320,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0003,1","-0003,1","10002,1","240,M,-0003,1","240,N,-0004,1","99999,9,09868,1","5,1,008,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /3201 11003 21003 39868 40002 55008 91500 333 11003 21004 90710 91102=,
01466099999,2024-01-26T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"290,1,N,0020,1","99999,9,9,N","999999,9,9,9","-0021,1","-0021,1","10102,1","240,M,-0012,1","240,N,-0037,1","99999,9,09966,1","2,1,057,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /2902 11021 21021 39966 40102 52057 92100 333 11012 21037 90710 91102=,
01466099999,2024-01-27T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0097,1","-0097,1","10176,1","240,M,-0082,1","240,N,-0114,1","99999,9,10036,1","1,1,024,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11097 21097 30036 40176 51024 90300 333 11082 21114 90710 91100=,
01466099999,2024-01-27T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0094,1","-0100,1","10188,1","240,M,-0094,1","240,N,-0130,1","99999,9,10047,1","2,1,006,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11094 21100 30047 40188 52006 90900 333 11094 21130 90710 91100=,
01466099999,2024-01-27T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0003,1","+0003,1","10177,1","240,M,+0005,1","240,N,-0012,1","99999,9,10042,1","8,1,005,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /0000 10003 20003 30042 40177 58005 91500 333 10005 21012 90710 91102=,
01466099999,2024-01-27T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"200,1,N,0020,1","99999,9,9,N","999999,9,9,9","+0034,1","+0029,1","10192,1","240,M,+0035,1","240,N,+0002,1","99999,9,10057,1","1,1,011,1,+999,9",,"3,99,0050,1,999",,SYN08201466 46/// /2002 10034 20029 30057 40192 51011 92100 333 10035 20002 90710 91105=,
01466099999,2024-01-28T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"170,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0008,1","+0008,1","10209,1","240,M,+0011,1","240,N,-0008,1","99999,9,10073,1","3,1,003,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /1701 10008 20008 30073 40209 53003 90300 333 10011 21008 90710 91102=,
01466099999,2024-01-28T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"200,1,N,0030,1","99999,9,9,N","999999,9,9,9","+0043,1","+0033,1","10213,1","240,M,+0043,1","240,N,+0037,1","99999,9,10079,1","9,9,003,1,+999,9",,"3,99,0070,1,999",,SYN08201466 46/// /2003 10043 20033 30079 40213 50003 90900 333 10043 20037 90710 91107=,
01466099999,2024-01-28T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"180,1,N,0050,1","99999,9,9,N","999999,9,9,9","+0041,1","+0020,1","10189,1","240,M,+0045,1","240,N,+0041,1","99999,9,10055,1","8,1,017,1,+999,9",,"3,99,0100,1,999",,SYN08201466 46/// /1805 10041 20020 30055 40189 58017 91500 333 10045 20041 90710 91110=,
01466099999,2024-01-28T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"180,1,N,0050,1","99999,9,9,N","999999,9,9,9","+0039,1","+0015,1","10160,1","240,M,+0041,1","240,N,+0039,1","99999,9,10026,1","6,1,017,1,+999,9",,"3,99,0100,1,999",,SYN08201466 46/// /1805 10039 20015 30026 40160 56017 92100 333 10041 20039 90710 91110=,
01466099999,2024-01-29T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"180,1,N,0050,1","99999,9,9,N","999999,9,9,9","+0040,1","+0017,1","10121,1","240,M,+0041,1","240,N,+0039,1","99999,9,09988,1","6,1,021,1,+999,9",,"3,99,0110,1,999",,SYN08201466 46/// /1805 10040 20017 39988 40121 56021 90300 333 10041 20039 90710 91111=,
01466099999,2024-01-29T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"200,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0042,1","+0031,1","10168,1","240,M,+0042,1","240,N,+0035,1","99999,9,10034,1","3,1,029,1,+999,9",,"3,99,0040,1,999",,SYN08201466 46/// /2001 10042 20031 30034 40168 53029 90900 333 10042 20035 90710 91104=,
01466099999,2024-01-29T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0040,1","+0006,1","10225,1","240,M,+0052,1","240,N,+0040,1","99999,9,10090,1","3,1,027,1,+999,9",,"3,99,0020,1,999",,SYN08201466 46/// /0000 10040 20006 30090 40225 53027 91500 333 10052 20040 90710 91102=,
01466099999,2024-01-29T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"260,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0009,1","-0010,1","10259,1","240,M,-0008,1","240,N,-0015,1","99999,9,10122,1","3,1,012,1,+999,9",,"3,99,0030,1,999",,SYN08201466 46/// /2601 11009 21010 30122 40259 53012 92100 333 11008 21015 90710 91103=,
01466099999,2024-01-30T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0032,1","-0032,1","10258,1","240,M,-0028,1","240,N,-0038,1","99999,9,10120,1","8,1,006,1,+999,9",,"3,99,0000,1,999",,SYN08201466 46/// /0000 11032 21032 30120 40258 58006 90300 333 11028 21038 90710 91100=,
01466099999,2024-02-06T10:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,9","999999,9,9,9","-0132,1","-0144,1","09979,1","120,M,-0132,1","120,N,-0158,1","99999,9,09839,1","8,1,017,1,+999,9",,"3,99,0009,1,237","9,99,0000,1,999",SYN004BUFR,
01466099999,2024-02-06T11:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,9","999999,9,9,9","-0130,1","-0142,1","09972,1","120,M,-0128,1","120,N,-0136,1","99999,9,09833,1","8,1,020,1,+999,9",,"3,99,0014,1,304","9,99,0012,1,999",SYN004BUFR,
01466099999,2024-02-19T02:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,9","999999,9,9,9","-0027,1","-0030,1","10168,1",,,"99999,9,10031,1","8,1,011,1,+999,9",,"3,99,0025,1,262","9,99,0000,1,999",SYN004BUFR,
01466099999,2024-02-25T17:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"112,1,N,0018,1","99999,9,9,9","999999,9,9,9","+0025,1","+0019,1","10042,1","120,M,+0030,1","120,N,+0025,1","99999,9,09909,1","3,1,012,1,+999,9",,"3,99,0027,1,131","9,99,0020,1,999",SYN004BUFR,
01466099999,2024-04-10T16:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"272,1,N,0086,1","99999,9,9,9","999999,9,9,9","+0106,1","-0032,1","10109,1","120,M,+0113,1","120,N,+0106,1","99999,9,09979,1","2,1,043,1,+999,9","0171,1","3,99,0171,1,256","9,99,0106,1,999",SYN004BUFR,
01466099999,2024-05-16T05:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,9","999999,9,9,9","+0122,1","+0078,1","10213,1",,,"99999,9,10082,1","2,1,006,1,+999,9",,"3,99,0008,1,296","9,99,0007,1,999",SYN004BUFR,
01466099999,2024-06-17T07:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"134,1,N,0036,1","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,"99999,9,09968,1","2,1,004,1,+999,9","0061,1","3,99,0061,1,124","9,99,0041,1,999",SYN004BUFR,
01466099999,2024-07-09T09:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,,"99999,9,10076,1","2,1,007,1,+999,9",,,,SYN03001466 46/// ///// 30076 52007=,
01466099999,2024-07-09T15:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,,"99999,9,10076,1","4,1,000,1,+999,9",,,,SYN03001466 46/// ///// 30076 54000=,
01466099999,2024-07-09T21:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,,"99999,9,10090,1","3,1,008,1,+999,9",,,,SYN03001466 46/// ///// 30090 53008=,
01466099999,2024-07-10T03:00:00,4,59.9666666,11.0333333,109,"KJELLER AIRPORT, NO",FM-12,99999,V020,"999,9,9,9999,9","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","99999,9",,,"99999,9,10089,1","8,1,007,1,+999,9",,,,SYN03001466 46/// ///// 30089 58007=,
